Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
2036,Riding Giants,2004,1h 45m,PG-13,7.8, (4.7K),Stacy Peralta,"Jeff Clark, Pat Curren, Darrick Doerner",Sport,Documentary detailing the origins and history of surf culture.
2037,Take Shelter,2011,2h 1m,15,7.3, (114K),Jeff Nichols,"Michael Shannon, Jessica Chastain, Shea Whigham",Sport,Frightening visions convince an Ohio man that disaster looms on the horizon.
2038,Ping Pong Playa,2007,1h 36m,PG-13,5.9, (3.2K),Jessica Yu,"Jimmy Tsai, Andrew Vo, Khary Payton",Sport,"A kid dreams of playing professional basketball in order to escape his dead-end job, living in the suburbs, his bossy older brother and running his Mom's ping pong classes."
2039,Satree lek,2000,1h 44m,15,6.6, (1.5K),Yongyoot Thongkongtoon,"Jesdaporn Pholdee, Sahaphap Tor, Ekachai Buranapanit",Sport,A triumph over adversity. Based on the true story of the 1996 Thailand National Champion Volleyball Team.
2040,Jangnangam-i sal-aissda,2013,1h 46m,All,6.4, (11K),Juan José Campanella,"Gabriel Almirón, Federico Cecere, Ezequiel Cipols",Sport,A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball game.
2041,Surf School,2006,1h 27m,R,2.2, (5.3K),Joel Silverman,"Harland Williams, Corey Sevier, Ryan Carnes",Sport,"A rag-tag bunch of seniors, complete outsiders at their surf-crazed Laguna Beach High School, decide to crash the biggest team surf contest. In order to prevail, however, they must do one important thing...learn to surf! We're taking your classic Cinderella story into the world of surfing, complete with hi-jinx and the aesthetic beauty of surf mecca Costa Rica, our spectacular set location."
2042,Populaire,2012,1h 51m,15,6.8, (13K),Régis Roinsard,"Romain Duris, Déborah François, Bérénice Bejo",Sport,1958. Rose is a terrible secretary but a demon typist. Her handsome boss resolves to turn her into the fastest girl in the world.
2043,The Football Factory,2004,1h 31m,18,6.7, (34K),Nick Love,"Danny Dyer, Frank Harper, Tamer Hassan",Sport,"An insight on the gritty life of a bored male, Chelsea football hooligan who lives for violence, sex, drugs & alcohol."
2044,The Big Bad Swim,2006,1h 36m,,6.3, (1.6K),Ishai Setton,"Paget Brewster, Jeff Branson, Jess Weixler",Sport,A group of Connecticut locals enroll in an adult-education beginner's swim class.
2045,The Kid from Left Field,1953,1h 20m,Approved,6.5, (498),Harmon Jones,"Dan Dailey, Anne Bancroft, Billy Chapin",Sport,"Former ballplayer Larry Cooper secretly and unofficially manages a struggling major league club, the Bisons, through his nine year old son, Christie, who is a bat-boy for the team."
2046,Michael Jordan: An American Hero,1999,PG,,4.4, (355),Alan Metzger,"Debbie Allen, Ernie Hudson, Robin Givens",Sport,It starts as a little kid and shows the man behind the legend grow up to the nba
2047,Majimak Taseok,1983,1h 35m,,6.3, (348),Alan Shapiro,"Lindsay Barr, Dave Bokas, Chris Bremer",Sport,"Alex and his father are Detroit Tigers Fans. The team is not doing well and Alex's favorite player ""Billy Young"" isn't either. The team's and Billy's luck turn around after Alex experiences a tragedy that hits close to home."
2048,Air Bud: Spikes Back,2003,1h 27m,G,4.0, (2.3K),Mike Southon,"Darren J. Birch, Christopher Bishop, Tyler Boissonnault",Sport,Disney serves up adventure with everyone's favorite golden retriever!
2049,Quarterback Princess,1983,1h 36m,Not Rated,6.3, (1.2K),Noel Black,"Don Murray, Barbara Babcock, Dana Elcar",Sport,"Tami, a young girl who has just moved to Oregon, stands up against her coach and the naysayers of her small town to prove that she's capable of being a talented football quarterback despite her gender."
2050,Heaven Is a Playground,1991,1h 46m,R,5.9, (389),Randall Fried,"E. Milton Wheeler, LaTaunya Bounds, Terry Bradley",Sport,A coach and a lawyer team up to provide incentives for an urban high school basketball team to stay out of trouble.
2051,El portero,2000,1h 28m,R,5.8, (966),Gonzalo Suárez,"Carmelo Gómez, Maribel Verdú, Antonio Resines",Sport,"Ramiro Forteza, a goalkeeper in the Spanish Premier League, is forced by the rigors of the Civil War and the postwar period to earn a living in small villages, challenging the locals to score him a penalty. One night, he arrives in an Asturian village and meets Manuela, a young widow with a son, who survives by sewing for Úrsula, the wife of Andrade, the sergeant of the Civil Guard. But the exhibitions of Forteza and his relationship with Manuela attract the attention of Andrade, who will make a proposal related to the resistance movement that will involve the goalkeeper in the conflict."
2052,Believe in Me,2006,2h 11m,PG,7.0, (1.1K),Robert Collector,"Jeffrey Donovan, Samantha Mathis, Doris Hargrave",Sport,"In a conservative small town, a young man's wish to coach high school basketball are tweaked by a school board decision that makes him the new coach of the girls' team."
2053,Hank Aaron: Chasing the Dream,1995,2h,,7.5, (166),Michael Tollin,"Hank Aaron, Dusty Baker, Harry Belafonte",Sport,"The life and career of the great baseball champion, Hank Aaron."
2054,Hometown Legend,2002,2h,PG,5.5, (820),James Anderson,"Terry O'Quinn, Lacey Chabert, Nick Cornish",Sport,A teenage drifter finds an opportunity to turn his life around when he joins a high-school football program with a hard-nosed coach.
2055,Puberty Blues,1981,1h 27m,R,5.9, (1.8K),Bruce Beresford,"Nell Schofield, Jad Capelja, Jeffrey Rhoe",Sport,The mating rituals of two teenage surf chicks from the southern suburbs of Sydney.
2056,Mickey,2004,1h 45m,PG,6.5, (536),Hugh Wilson,"Harry Connick Jr., Shawn Salinas, Michelle Johnson",Sport,"A widowed lawyer wanted by the IRS assumes a new identity and signs his now-too-old son up for one more year of Little League. However, this may have been a mistake, as his son's dominance captures the media's attention as his team careens toward the Little League World Series."
2057,3 Weeks to Daytona,2011,1h 22m,15,4.9, (123),Bret Stern,"Scott Cohen, Jorja Fox, David Angelo",Sport,"3 Weeks To Daytona is the story of a down on his luck stock car racer with one dream left to hold onto: drive with the best. Unfortunately, with a busted car, zero money, and a bad job, Chuck's limelight could be fading fast."
2058,Sapnu komanda 1935,2012,2h,Not Rated,7.8, (1.8K),Aigars Grauba,"Janis Amanis, Inga Alsina, Vilis Daudzins",Sport,"A story about the Latvian basketball team, which won the first-ever European Championships in 1935 and its enthusiastic head coach Valdemars Baumanis."
2059,Knallhart,2006,1h 38m,,7.0, (3.6K),Detlev Buck,"David Kross, Jenny Elvers, Erhan Emre",Sport,"From the youth directed novel of the same name by Greogor Tressnow comes a film by Detlev Buck that is a realistic portrait of life in the section of Berlin called Neukölln. It's about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment."
2060,Atlético San Pancho,2001,1h 41m,,6.2, (426),Gustavo Loza,"Héctor Suárez, Plutarco Haza, Lumi Cavazos",Sport,"A group of kids have a dream: to play a football championship and to win. Their dream is going to be fulfilled by Don Pepe, an old guy with lots of expectations for his kids."
2061,Tôkyô orinpikku,1965,2h 50m,Not Rated,7.8, (2.4K),Kon Ichikawa,"Antonio Ambu, Gary Anderson, Gerry Ashworth",Sport,"Kon Ichikawa examines the beauty and rich drama on display at the 1964 Summer Games in Tokyo, creating a record of observations that range from the expansive to the intimate."
2062,Dorf on the Diamond,1996,50m,,6.1, (128),Roger Beatty,"Tim Conway, Shawn Hess, Tim Conway Jr.",Sport,"Baseball ""Super Fan"" Dorf goes to the East-West all star game. While enjoying the game, Dorf daydreams about being on the diamond himself and inspiring a baseball team to greatness as their coach (ala General Patton). Alas, even in his daydreams he's not entirely successful. Between daydreams, Dorf has his hands full coping with a bratty kid, a smart aleck peanut vendor, and his uncooperative car."
2063,Nadia,1984,1h 40m,All,7.2, (721),Alan Cooke,"Talia Balsam, Jonathan Banks, Joe Bennett",Sport,Story about gymnast Nadia Comaneci from her childhood beginning as a gymnast and how she was discovered by Belya Karolyi. Nadia received 7 perfect 10's in the Montreal Olympics.
2064,Dorf Goes Auto Racing,1990,30m,,5.7, (76),Barry Landon,"Tim Conway, Eddie Deezen, Michele Smith",Sport,"World-famous European race car driver, Duessel Dorf, comes to America to take on his greatest challenge-stock car racing in the Indy 500. However, Dorf, with his usual skill, soon turns the race into a shambles and sets the world of stock car racing on its ear."
2065,Code Breakers,2005,1h 28m,,6.1, (467),Rod Holcomb,"Zachery Ty Bryan, Jeff Roop, Jake Busey",Sport,"In 1951, a cheating scandal rocks West Point academy, as eighty-three cadets -- including the son of the school's football coach (Scott Glenn) -- are implicated and ultimately dismissed."
2066,Cutback,2010,1h 27m,PG,5.4, (320),Lance Bachelder,"Johnny Remo, Justin Schwan, Kelsey Sanders, Raquel Gardner",Sport,"High school senior Luke has dreams of being a pro surfer, but his parents want him to focus on picking a college. When a spot opens on the local surf team, he sees his big chance to prove to them that he can make it as a surfer."
2067,Honeyboy,1982,1h 40m,Not Rated,6.3, (87),John Berry,"Erik Estrada, Morgan Fairchild, James McEachin",Sport,"Rico 'Honeyboy' Ramirez is a Puerto Rican from the south Bronx who finds fame and fortune as a middleweight boxer. But he soon learns that it's not all it's cracked up to be when he loses sight of his goals. First by becoming romantically involved with his attractive publicist, and then having to prove himself in the ring after learning that his biggest victory was rigged by his shady, mob-connected, promoters."
2068,Soccer Mom,2008,1h 32m,PG,5.0, (1.3K),Gregory McClatchy,"Missi Pyle, Emily Osment, Ellery Sprayberry",Sport,"Soccer mom poses as Italian soccer star to coach daughter's losing team, desperately maintaining the deception while aiming for tournament victory."
2069,Matilda,1978,1h 45m,G,3.7, (537),Daniel Mann,"Elliott Gould, Clive Revill, Harry Guardino",Sport,A small-time talent agent discovers an amazing boxing kangaroo and figures to use it as his stepping-stone into the big time.
2070,너클볼!,2012,1h 33m,Not Rated,7.1, (1.8K),Ricki Stern,"Anne Sundberg, Tim Wakefield, David Lennon, Jim Bouton",Sport,A documentary that showcases baseball's most unpredictable pitch.
2071,Che sau,2012,1h 30m,15,5.9, (2K),Soi Cheang,"Anthony Chau-Sang Wong, Shawn Yue, Xiaodong Guo",Sport,A rookie cop takes on a veteran escape driver in a death defying final showdown on the streets of Hong Kong.
2072,Chasing 3000,2010,1h 55m,PG,6.3, (1K),Gregory J. Lanesey,"Ray Liotta, Trevor Morgan, Rory Culkin",Sport,"Two brothers drive across country to see their hero, Roberto Clemente, get his 3000th hit."
2073,Yesterday's Hero,1979,1h 35m,Not Rated,5.1, (276),Neil Leifer,"Suzanne Somers, Ian McShane, Adam Faith",Sport,"A has-been, alcoholic former soccer star determines to make a comeback. He gets help from his former girlfriend, now a rock star, and her partner."
2074,Pastime,1990,1h 34m,PG,6.7, (432),Robin B. Armstrong,"William Russ, Glenn Plummer, Noble Willingham",Sport,"Pastime is a story of an aging, white pitcher on a minor league baseball team who takes a young, talented, black pitcher under his wing in 1957."
2075,Ride the Wild Surf,1964,1h 42m,TV-G,5.8, (838),Don Taylor,"Phil Karlson, Fabian, Shelley Fabares, Peter Brown",Sport,Fabian and Shelley Fabares are among the '60s stars surfing their way to paradise along the famous beaches on Hawaii's North Shore.
2076,The Last Home Run,1996,1h 33m,Not Rated,5.6, (204),Bob Gosse,"Tom Guiry, Danielle Comerford, Jonathan Flax",Sport,"Dying doctor Jonathan Lyle's last wish is granted, to be young again and play baseball, but only for five days."
2077,The Frontier Boys,2012,1h 53m,PG-13,4.3, (300),John Grooters,"Rebecca St. James, Big Kenny, Earthquake Kelley",Sport,"The story of four high-school boys whose undefeated basketball season and friendship are threatened after a drive-by shooting leaves one of them in a coma and one of them with a secret. Brent Fencett, Jed Bracken, and T.J. Lewis are star players on the Charlevoix High School Basketball team; Jackson Carlson is their most obnoxious fan. They are unbeaten on the court and inseparable off it--until Brent gets caught up in his older brother's mixed-up life. The consequences of Brent's choice leave T.J. in the hospital and Brent's soul in turmoil."
2078,The Surfer King,2006,1h 35m,PG-13,3.9, (409),Bernard Murray Jr.,"Randy Wayne, Ben Ziff, Cerina Vincent",Sport,"Seventeen-year old Robbie Zirpollo has a problem. As the film opens, his mother is driving him to his new summer job. We learn that Robbie has grown up in Oceanside, California, but now he and his mother have moved to Colorado for a fresh start, as his father has taken the family's savings and his secretary to Mexico. Robbie's mom has, through an uncle, gotten him a summer job at Water World on the grounds crew. The adventure begins when Robbie meets Alex and gets moved to Aokee's Surf & Snack shack to work. Alex convinces Robbie to enter the park's ""Employee Olympics"" to bring the Surfer King trophy to it's rightful place among the concessions crew. Tiffany, the park owner's daughter, has other ideas for Robbie."
2079,La gran final,2006,1h 25m,Not Rated,6.9, (552),Gerardo Olivares,"Atibou Aboubacar, Adalberto Jr., Ahmed Alansar",Sport,A comedy about the attempts of tribal groups around the world to watch a soccer match.
2080,A Winner Never Quits,1986,1h 45m,All,6.9, (239),Mel Damski,"Keith Carradine, Mare Winningham, G.W. Bailey",Sport,"Fact-based story of a young boy who lost his right arm in a childhood accident, but went on to fulfill his dreams of playing major-league baseball. Pete Gray had to overcome the early taunts of his childhood playmates. With the support of his Pennsylvania coal mining father and his brother, who dreams of being a boxer, he learns to battle for what he wants. Finally in 1943, he is hired to play for a minor league team - the Memphis Chicks in the Class A Southern Association. Initially considered a freak and a box office attraction, he survives the taunts of his teammates and bats .333 his rookie year, steals 63 bases and led the league' outfielders in fielding percentage. Ultimately he won the league's MVP award. In 1945, the St. Louis Browns brought him into the major leagues. A parallel story is also told about the ball player's friendship with a young boy who had also lost his arm and dreamed of one day playing baseball. In fact the idea for the movie came from co-producer James Keach whose brother had gone to school with the younger boy and became aware of the events involving the ball player and boy."
2081,Alex,1992,1h 30m,Unrated,6.2, (157),Megan Simpson Huberman,"Lauren A Jackson, Chris Haywood, Josh Picker",Sport,"Headstrong New Zealand teen Alex Archer trains to qualify for the 1960 Rome Olympics in the women's 100 freestyle. Unlike the other top swimmers who train only for swimming, Alex takes piano and ballet lessons to go with a full school workload. To make the Olympics, her ultimate dream, she must not only overcome a formidable foe, but also the death of her boyfriend."
2082,In God's Hands,1998,1h 36m,PG-13,5.4, (1.3K),Zalman King,"Shane Dorian, Matt George, Matty Liu",Sport,"Three pro surfers - gifted Shane, once-great Mickey and rising young star Keoni travel to Madagascar, Bali and Hawaii in search for the ultimate wave."
2083,Soccer Dog: European Cup,2004,1h 28m,PG,3.0, (581),Sandy Tung,"Nick Moran, Jake Thomas, Lori Heuring",Sport,HE'S GOT THE WORLD BY THE TAIL. Imagine a mutt who can outplay Beckham on the field while turning a team of laughable misfits into a lean mean fighting machine. This pooch has got the international soccer scene by the tail.
2084,American Pastime,2007,1h 45m,Not Rated,6.5, (791),Desmond Nakano,"Aaron Yoo, Olesya Rulin, Carleton Bluford",Sport,The dramatic impact World War II had on the home front as American families of Japanese descent were uprooted from their daily lives and placed in internment camps in the Western United States in the early 1940s.
2085,Dangerous When Wet,1953,1h 35m,Approved,6.2, (1.3K),Charles Walters,"Esther Williams, Fernando Lamas, Jack Carson",Sport,"With her promoter-trainer and family in tow, Katie Higgins swims her way from the Arkansas Ozarks to foggy London and the English Channel. - SimonJack"
2086,Fast Break,1979,1h 47m,PG,6.1, (944),Jack Smight,"Gabe Kaplan, Harold Sylvester, Michael Warren",Sport,"David Greene is a New York basketball enthusiast, who wants to coach. He is then offered the coaching job at a small Nevada college. He brings along some players, who are a bit odd but good. Like Swish who unknown to the rest of the team is a girl. Preacher, who's being sought by some nefarious characters. And D.C., who's a fugitive. And along with some of the students at the college, he turns them into a contender. In order to give the team the respect they deserve and some exposure, Greene schemes to try and get the number 1 team led by Bo Winnegar, to play them. Brian liked to dish to Bob for the easy layup. Kev stole the ball and fed Mel on a breakaway. Reg would guard the paint."
2087,The Last American Hero,1973,1h 35m,PG,6.4, (2.5K),Lamont Johnson,"Jeff Bridges, Valerie Perrine, Geraldine Fitzgerald",Sport,A young hell raiser quits moonshine running to try to become the best NASCAR racer the South has ever seen.
2088,Linsanity,2013,1h 29m,PG,7.3, (2.2K),Evan Jackson Leong,"Daniel Dae Kim, Yao Ming, Candy Richardz",Sport,"The life story of basketball sensation, Jeremy Lin."
2089,Pigskin Parade,1936,1h 33m,Approved,6.1, (834),David Butler,"Stuart Erwin, Patsy Kelly, Jack Haley",Sport,Married coaches Slug and Bessie find hillbilly football tosser Amos and the team gets invited to the Yale Bowl.
2090,Easy Living,1949,1h 17m,Approved,6.3, (1.1K),Jacques Tourneur,"Victor Mature, Lizabeth Scott, Lucille Ball",Sport,"Star footballer Pete Wilson faces a career-threatening condition. His wife Liza enjoys the glamorous lifestyle, while shunning has-beens. His friend Tim retired to coach. Pete only knows football."
2091,Angels in the Endzone,1997,1h 28m,7,4.7, (1.2K),Gary Nadeau,"Paul Dooley, Matthew Lawrence, David Gallagher",Sport,"Al the Angel returns, but this time he visits a small town and manages to halt the losing tradition of the high school football team, also changing forever the lives of two young brothers who have recently lost their father."
2092,Full Ride,2002,1h 35m,PG-13,5.3, (295),Mark Hoeger,"Meredith Monroe, Riley Smith, Bob Cady",Sport,"When a troubled teen is caught by the law, it's a choice of jail or an all-star football training camp. If he can control his attitude problem, and with the love of a girl he meets, they both might be able to turn their lives around."
2093,Second String,2002,1h 40m,Not Rated,5.8, (562),Robert Lieberman,"Jon Voight, Gil Bellows, Teri Polo",Sport,"American football coach Chuck Dichter has worked wonders with the Buffalo Bills, and is even confident to crown his career with a Super Bowl victory, but before the play-offs, an oyster food poisoning wipes out his first team for a month. Dan Heller, an insurance salesman and former college quarterback, who was hired, reluctantly."
2094,Alibi Ike,1935,1h 12m,Approved,6.1, (778),Ray Enright,"Joe E. Brown, Olivia de Havilland, Ruth Donnelly",Sport,"Idiosyncratic new recruit Francis ""Ike"" Farrell tries to help the Cubs to the pennant with his pitching and hitting."
2095,The Babe Ruth Story,1948,1h 46m,Approved,5.2, (1.3K),Roy Del Ruth,"William Bendix, Claire Trevor, Charles Bickford",Sport,William Bendix suits up in Yankee flannels as the renowned pitcher-turned-outfielder Babe Ruth in a sports biopic that mixes facts with fiction.
2096,Kill the Umpire,1950,1h 18m,Approved,6.4, (669),Lloyd Bacon,"William Bendix, Una Merkel, Ray Collins",Sport,"An umpire-hating ex-baseball player loses many jobs because of his passion for watching ball games during working hours, but he decides to combine business with pleasure by becoming an umpire himself."
2097,Rhubarb,1951,1h 34m,Approved,6.8, (893),Arthur Lubin,"Ray Milland, Jan Sterling, Gene Lockhart",Sport,"Rich, eccentric T.J. Banner adopts a feral cat who becomes an affectionate pet. Then T.J. dies, leaving to Rhubarb most of his money and a pro baseball team, the Brooklyn Loons. When the team protests, publicist Eric Yeager convinces them that Rhubarb is good luck. But Eric's fiancée Polly seems to be allergic to cats, and the team's success may mean new hazards for Rhubarb."
2098,Squeeze Play,1979,1h 36m,R,4.1, (602),Lloyd Kaufman,"Jim Harris, Jennifer Hetrick, Richard Gitlin",Sport,A male softball team is challenged by a female softball team to see who is best.
2099,Blue Skies Again,1983,1h 36m,PG,5.3, (247),Richard Michaels,"Harry Hamlin, Mimi Rogers, Kenneth McMillan",Sport,"A hard-hitting, fast, sure-handed baseball player tries to break into the sport by applying for a spot on a major-league-league team. The only problem is that the player is female, which engenders resistance and resentment among many players and officials."
2100,The Slugger's Wife,1985,1h 45m,PG-13,4.4, (1.3K),Hal Ashby,"Michael O'Keefe, Rebecca De Mornay, Martin Ritt",Sport,"A major league star who is on the verge of breaking a record, meets a singer and they get married, but they have different goals, so they separate, jeopardizing his opportunity in sports and the possibility of making up with his wife."
2101,나이트 게임,1989,1h 35m,R,5.1, (1.7K),Peter Masterson,"Roy Scheider, Karen Young, Lane Smith",Sport,A Texas police detective ties pitcher's strikes to a serial throat slasher.
2102,Angels in the Infield,2000,1h 27m,7,4.9, (630),Robert King,"Patrick Warburton, Britt Irvin, Kurt Fuller",Sport,"A group of angels try to help a baseball team win a championship game, while at the same time helping to reunite the pitcher's family."
2103,Bleacher Bums,2001,1h 55m,R,6.3, (494),Saul Rubinek,"Sarain Boylan, Matt Craven, Brad Garrett",Sport,"A day in the life of a group of gambling buddies, as they sit in on their beloved baseball team game."
2104,This Old Cub,2004,1h 26m,Not Rated,8.2, (413),Jeff Santo,"Ron Santo, Dennis Farina, David L. Fishman",Sport,"Jeff Santo explores the life and career of his father, Chicago Cub great Ron Santo."
2105,Up for Grabs,2004,1h 30m,,7.3, (256),Michael Wranovics,"Marty Appel, Barry Bonds, Patrick Hayashi",Sport,"The absurd true story of the legal battle over the ""Million-Dollar Baseball."" Barry Bonds' record setting 73rd home run ball sparks a melee in the stands at Pac Bell Park in San Francisco. One guy caught the ball, another guy ended up with it. Who is the rightful owner? The lawyers can't agree; the fans can't agree; even the wisened professors of property law can't agree. This is a story documenting the hilarious lengths to which someone will go for a baseball, and the few fans that will put their lives on hold for years, staking everything on one judge's decision."
2106,Home Run,2013,1h 53m,12,5.9, (3.5K),David Boyd,"Scott Elrod, Dorian Brown Pham, Charles Henry Wyson",Sport,"A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team."
2107,Mixed Company,1974,1h 49m,PG,5.7, (272),Melville Shavelson,"Barbara Harris, Joseph Bologna, Tom Bosley",Sport,"A racially prejudiced basketball coach is persuaded to adopt three (more!) kids of mixed ethnic backgrounds. Frustrated and angry at first, his feelings soon turn to love."
2108,"Cornbread, Earl and Me",1975,1h 35m,PG,6.9, (1.1K),Joseph Manduke,"Moses Gunn, Rosalind Cash, Bernie Casey",Sport,"A 12-year-old is traumatised by the murder of his friend, a star basketball player."
2109,I Know How Many Runs You Scored Last Summer,2008,1h 20m,Not Rated,3.5, (612),Stacey Edmonds,"Doug Turner, Jai Koutrae, Stacey Edmonds, Az Jackson",Sport,A cricket team are dismissed by a moustachioed serial killer with a razor sharp cricket glove and an arsenal of sharpened stumps. One by one the killer exacts revenge for the torment he endured 20 years earlier.
2110,Winners Take All,1987,1h 42m,PG-13,6.0, (375),Fritz Kiersch,"Don Michael Paul, Kathleen York, Robert Krantz",Sport,"The scene is a modern, 1980s arena, where present day gladiators compete in the wild sports extravaganza of Supercross. Winners take all mixes the rivalry and camaraderie of two young men with the thrill of spectacular riding and high stakes competition. Going beyond the drama and excitement of the racing scene. a cast of hot, talented newcomers of young love. No one can feel left out of the thrill of victory on the track and off."
2111,Motocross Kids,2004,1h 22m,PG,3.6, (521),Richard Gabai,"Lorenzo Lamas, Alana Austin, Dan Haggerty",Sport,"Evan Hanson is the best motocross coach in the country. After leading his daughter Callie to the national championships, he decides to set his sights on a more personal challenge - saving a local dirt track from a motorcycle gang."
2112,"Tennis, Anyone...?",2005,2h 20m,,5.5, (438),Donal Logue,"Donal Logue, Kirk Fox, Danny Trejo",Sport,"Two mid level Hollywood losers attempt to find redemption, revenge and meaning in their lives through celebrity tennis tournaments."
2113,Nobody's Perfect,1989,1h 30m,15,5.5, (752),Robert Kaylor,"Chad Lowe, Gail O'Grady, Patrick Breen",Sport,"Steve is a college freshman who plays tennis for the school. But he falls desperately in love with Shelly, also a tennis player. It's all downhill from there. Steve can't eat, he can't sleep, his grades drop, and he gets kicked off the tennis team. What can he do? Well, his resourceful friend suggest turning Steve into a woman in order to get him close to Shelly who doesn't know he is alive."
2114,16-Love,2012,1h 28m,PG,5.5, (1.8K),Adam Lipsius,"Lindsey Shaw, Chandler Massey, Keith Coulouris",Sport,"When the number one junior player in the country is injured, she begins to discover the teenage life she never got to live - and find the love she never thought she'd have."
2115,Ready? OK!,2008,1h 31m,Not Rated,6.5, (432),James Vasquez,"Caroline Hyatt, Brittny Perrotta, Alison Grace Norwood",Sport,"In this poignant comedy, a single mom struggles to understand her young son's obsession with dresses, dolls, and girls' cheerleading. With her father's recent death and her wayward brother's return home. they must all learn to face reality and what being a family truly means."
2116,Golf Punks,1998,1h 33m,PG,4.2, (375),Harvey Frost,"Tom Arnold, James Kirk, Rene Tardif",Sport,"An out-of-work golf pro gets pulled into teaching the game to the ""Bad News Bears"" equivalent of young golfers at a public course."
2117,WindRunner,1994,1h 38m,Not Rated,6.2, (277),William Clark,"William Tannen, Jason Wiles, Russell Means, Margot Kidder",Sport,"A young man in high school moves with his mother to a town in the U.S. Southwest where his father is serving time in a penitentiary. There, he is discriminated against by his peers because he is the son of a convict; this discrimination includes the football coach keeping him on the bench. He receives special training from the ghost of Jim Thorpe, a Native American football star."
2118,Possums,1998,1h 37m,PG,5.6, (350),Max Burnett,"Mac Davis, Cynthia Sikes Yorkin, Greg Coolidge",Sport,"Will Clark loves his job as radio announcer for the local high school football team, the Nowata Possums. He loves it so much that he continues announcing even after the town decides to cancel the football program. But when his imaginary teams starts to contend for the state championship, he not only must deal with the real state champs, but he must reckon with the hopes and dreams of the people of Nowata as well."
2119,Fighting Tommy Riley,2004,1h 49m,R,6.5, (856),Eddie O'Flaherty,"Eddie Jones, J.P. Davis, Christina Chambers",Sport,"An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future."
2120,One Night in Turin,2010,1h 30m,,6.9, (1.3K),James Erskine,"Gary Oldman, Rebecca Marie Burnett, Paul Gascoigne",Sport,"Before the Premier League and multi-million pound salaries, in England 'football' was a dirty word. The game was in disgrace, the fans, hooligans, the nation, it seemed, were all played out. Then there was Italia '90 - The World Cup - a shot at redemption. But this was no ordinary World Cup and no ordinary time. The manager, Sir Bobby Robson, was under intense media scrutiny, and his team described as 'donkeys'. Yet over six short weeks, through their heroic exploits they united a nation, coming within a heart beat of reaching the World Cup Final. Narrated by Gary Oldman, featuring match action - from Platt's last-gasp winner against Belgium to the silky skills of Gazza and the cool finishing of Linekar - and previously unseen footage, this is the definitive story of England's greatest footballing adventure on foreign soil....so far."
2121,Eine andere Liga,2005,1h 40m,,6.7, (297),Buket Alakus,"Karoline Herfurth, Thierry van Werveke, Zarah Jane McKenzie",Sport,"Hayat, a Turkish girl in her late teens, is playing on a soccer team when she suddenly falls unconscious. The doctors discover cancer, from which her mother died some years back. Hayat survives, but loses one breast. Her father is seriously worried about her and forbids her any exhausting activities. Hayat escapes, but her former team rejects her. On a small field she meets a new team and falls in love with their trainer Toni, but their relationship soon gets complicated. There will also be conflicts with her former and present soccer teams, an encounter with disease, her father, and, of course, Toni."
2122,"Real, la película",2005,1h 30m,All,6.2, (888),Borja Manso,"Javier Albalá, David Beckham, Jessica Bohl",Sport,"Five story strands -- some real, some fictionalized -- comprise this officially sanctioned film of Real Madrid, the second richest soccer club in the world."
2123,Soccer Dog: European Cup,2004,1h 28m,PG,3.0, (581),Sandy Tung,"Nick Moran, Jake Thomas, Lori Heuring",Sport,HE'S GOT THE WORLD BY THE TAIL. Imagine a mutt who can outplay Beckham on the field while turning a team of laughable misfits into a lean mean fighting machine. This pooch has got the international soccer scene by the tail.
2124,The Other Final,2003,1h 18m,,7.8, (591),Johan Kramer,"Matthijs de Jongh, Stephen Bennett, Dinesh Chhetri",Sport,"Disappointed with the failure of his country's football team on their 2002 World Cup campaign, a Dutch fan decides to organize a football match between the two lowest FIFA-ranking teams - Bhutan and Montserrat. This match will take place earlier on the same day as World Cup final, and become famous as ""The other final""."
2125,Gmar Gavi'a,1991,1h 45m,Not Rated,7.0, (214),Eran Riklis,"Moshe Ivgy, Mohammad Bakri, Salim Daw",Sport,"An Israeli soldier is taken hostage by a small PLO squad in lebanon. The soldier planned to go on vacation and to fly to the world final soccer cup (mondial), he and his capturers share the love to soccer and toward the (not so happy) end a relationship is made."
2126,A Gentleman's Game,2002,1h 52m,R,6.3, (935),J. Mills Goodloe,"Mason Gamble, Gary Sinise, Philip Baker Hall",Sport,A drama revolving around characters whose lives are transformed one summer at an exclusive East Coast country club.
2127,Babe,1975,1h 46m,,7.1, (341),Buzz Kulik,"Susan Clark, Alex Karras, Slim Pickens",Sport,"The story of Babe Didrickson, who won two gold medals in track and field at the 1932 Olympics and returned to become a world champion golfer, her battles to be accepted as a woman in a man's sports world, and her fight against cancer."
2128,The Arsenal Stadium Mystery,1939,1h 24m,,6.2, (790),Thorold Dickinson,"Leslie Banks, Greta Gynt, Ian McLean",Sport,"After a star player drops dead during a charity football match between Arsenal and amateur side the Trojans, Inspector Slade of Scotland Yard is called in to solve the crime."
