Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
378,Executive Target,1997,1h 40m,15,4.6, (1.2K),Joseph Merhi,"Michael Madsen, Roy Scheider, Keith David",Action,"A stunt driver heading for prison on a minor charge is freed against his will by a terrorist gang. Then by kidnapping his wife, he is forced to drive a getaway car in a plot to kidnap the President from a motorcade."
379,Last Man Standing,1995,1h 36m,R,5.6, (627),Joseph Merhi,"Jeff Wincott, Jillian McWhirter, Jonathan Fuller",Action,"A Los Angeles police officer uncovers a ring of corrupt cops while investigating his partner's death. Now, he and his wife are hunted by both sides of the law."
380,Open Fire,1994,1h 35m,R,5.0, (312),Kurt Anderson,"Jeff Wincott, Mimi Craven, Patrick Kilpatrick",Action,"As a group of mercenaries hold an entire city in the grip of terror, a force of one unleashes an all-out assault to stop them."
381,Wake of Death,2004,1h 31m,15,5.5, (11K),Philippe Martinez,"Jean-Claude Van Damme, Simon Yam, Philip Tan",Action,"After his wife is brutally murdered, club enforcer Ben Archer wages war against the Chinese triads."
382,Chain of Command,2000,1h 36m,R,4.6, (978),John Terlesky,"Roy Scheider, Patrick Muldoon, Maria Conchita Alonso",Action,Secret Service agents must retrieve the briefcase allowing the President control of America's nuclear arsenal before massive destruction ensues.
383,Evasive Action,1998,1h 31m,R,4.6, (601),Jerry P. Jacobs,"Dorian Harewood, Ray Wise, Roy Scheider",Action,"Five prisoners on train to prison. Brakes fail, train speeds to LA. One prisoner uncouples cars to save passengers, others hunt him to stop escape."
384,Near Dark,1987,1h 34m,18,6.9, (49K),Kathryn Bigelow,"Adrian Pasdar, Jenny Wright, Lance Henriksen",Action,A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.
385,Wedlock,1991,1h 41m,18,5.9, (9.7K),Lewis Teague,"Rutger Hauer, Mimi Rogers, Joan Chen",Action,A male prison escapee heads for his hidden loot electronically attached to a female prisoner.
386,Wanted: Dead or Alive,1986,1h 46m,18,5.9, (6.7K),Gary Sherman,"Rutger Hauer, Gene Simmons, Robert Guillaume",Action,"A bounty hunter is offered $250,000 by CIA to get the terrorist behind an LA movie theater bombing. He quit CIA because he couldn't trust them. Can they be trusted now? Can he stop the terrorists?"
387,The Big Fall,1997,1h 30m,R,4.4, (204),C. Thomas Howell,"C. Thomas Howell, Sophie Ward, Jeff Kober",Action,"L.A. private detective is hired to investigate the disappearance of an alluring woman's brother. Surrounded by double-crossing deals and dangerous relation, Rybeck will have to plunge headfirst into his deadliest case ever."
388,Direct Hit,1994,1h 29m,R,4.4, (342),Joseph Merhi,"Paul G. Volk, William Forsythe, Jo Champa, Richard Norton",Action,"Assigned to eliminate a woman accused of blackmailing a senator, a C.I.A. assassin discovers that his target is merely a pawn in a much bigger game and that he must now protect her at all costs."
389,A History of Violence,2005,1h 36m,18,7.4, (268K),David Cronenberg,"Viggo Mortensen, Maria Bello, Ed Harris",Action,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core."
390,Let's Get Harry,1986,1h 42m,R,5.2, (1.7K),Stuart Rosenberg,"Alan Smithee, Fidel Abrego, Jere Burns, Gary Busey",Action,"When Colombian revolutionaries kidnap an American engineer, his brother and friends, faced with official inaction, hire a mercenary and mount the rescue operation themselves."
391,Boss Level,2020,1h 40m,15,6.8, (87K),Joe Carnahan,"Frank Grillo, Mel Gibson, Naomi Watts",Action,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise."
392,Heist,2015,1h 33m,15,6.1, (34K),Scott Mann,"Robert De Niro, Jeffrey Dean Morgan, Dave Bautista",Action,"A father is without the means to pay for his daughter's medical treatment. As a last resort, he partners with a greedy co-worker to rob a casino. When things go awry they're forced to hijack a city bus."
393,Maniac Cop,1988,1h 25m,R,6.0, (23K),William Lustig,"Tom Atkins, Bruce Campbell, Laurene Landon",Action,A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.
394,The Hunt,2020,1h 30m,19,6.6, (149K),Craig Zobel,"Betty Gilpin, Hilary Swank, Ike Barinholtz",Action,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt."
395,Ready or Not,2019,1h 35m,18,6.8, (224K),Matt Bettinelli-Olpin,"Tyler Gillett, Samara Weaving, Adam Brody, Mark O'Brien",Action,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
396,The Commuter,2018,1h 44m,15,6.3, (132K),Jaume Collet-Serra,"Liam Neeson, Vera Farmiga, Patrick Wilson",Action,An insurance salesman/ex-cop is caught up in a life-threatening conspiracy during his daily commute home.
397,Taken 2,2012,1h 32m,18,6.2, (334K),Olivier Megaton,"Liam Neeson, Maggie Grace, Famke Janssen",Action,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
398,Congo,1995,1h 49m,12,5.3, (51K),Frank Marshall,"Laura Linney, Dylan Walsh, Ernie Hudson",Action,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong."
399,Gremlins 2: The New Batch,1990,1h 46m,All,6.5, (118K),Joe Dante,"Howie Mandel, Tony Randall, Zach Galligan",Action,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper."
400,테넷,2020,2h 30m,15,7.3, (646K),Christopher Nolan,"Juhan Ulfsak, Jefferson Hall, Ivo Uukkivi",Action,"Armed with only the word ""Tenet,"" and fighting for the survival of the entire world, CIA operative, The Protagonist, journeys through a twilight world of international espionage on a global mission that unfolds beyond real time."
401,인셉션,2010,2h 28m,12,8.8, (2.7M),Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page",Action,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster."
402,Get Carter,1971,1h 52m,18,7.3, (39K),Mike Hodges,"Michael Caine, Ian Hendry, Britt Ekland",Action,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate."
403,미션 임파서블: 로그네이션,2015,2h 11m,15,7.4, (439K),Christopher McQuarrie,"Tom Cruise, Jeremy Renner, Simon Pegg",Action,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
404,Icarus,2010,1h 28m,18,5.1, (4.5K),Dolph Lundgren,"Dolph Lundgren, Stefanie von Pfetten, Samantha Ferris",Action,A Soviet-trained assassin is determined to escape his double life as a hitman and as a husband-father.
405,Diamond Dogs,2007,1h 34m,R,4.1, (2K),Shimon Dotan,"Dolph Lundgren, Dolph Lundgren, Yu Nan, Xue Zuren",Action,"A mercenary is hired to protect an expedition group while they search for a Tangka, a Buddhist artifact worth millions of dollars."
406,Direct Contact,2009,1h 30m,R,4.2, (3.2K),Danny Lerner,"Dolph Lundgren, Gina May, Michael Paré",Action,An American prisoner in a Balkan prison is given a chance at freedom if he can rescue a kidnapped American woman.
407,Bridge of Dragons,1999,1h 32m,15,4.7, (3.1K),Isaac Florentine,"Dolph Lundgren, Cary-Hiroyuki Tagawa, Valerie Chow",Action,"The tough and cold mercenary Warchild, is working for the man who took care of his war training and upbringing, the greedy General Ruechang. Ruechang is planning to take over the country by marrying Princess Halo. But Halo discovers that Ruechang killed her father to gain more power than he had working for the King, so she decides to run away. Warchild is the one who has to bring her back to Ruechang, but the one thing no one counted on happens... Warchild and Halo falls in love, and together they take on the forces of Ruechang..."
408,The Sum of All Fears,2002,2h 4m,12,6.5, (132K),Phil Alden Robinson,"Ben Affleck, Morgan Freeman, Ian Mongrain",Action,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to incite a catastrophic conflict between the United States and Russia by detonating a nuclear weapon at a football game in Baltimore, Maryland."
409,Sniper 2,2002,1h 31m,12,5.2, (6.9K),Craig R. Baxley,"Tom Berenger, Bokeem Woodbine, Erika Marozsán",Action,"Sgt. Beckett's last mission sends him to a remote war-torn wasteland between Eastern Europe and Asia to assassinate a repressive terrorist leader. Once the job is done, Beckett and his spotter find escaping more difficult than anticipated."
410,Sniper 3,2004,1h 30m,15,5.2, (4.8K),P.J. Pesce,"Tom Berenger, Byron Mann, John Doman",Action,Deadly sniper Tom Beckett is recruited by the CIA to go to Ho Chi Minh City and take out a ruthless drug dealer who turns out to be an old war buddy he thought was dead.
411,Sniper: Assassin's End,2020,1h 35m,15,5.4, (5.6K),Kaare Andrews,"Chad Michael Collins, Sayaka Akimoto, Tom Berenger",Action,"Legendary sniper Thomas Beckett and his son, Special Ops Sniper Brandon Beckett, are on the run from the CIA, Russian Mercenaries, and a Yakuza-trained assassin with sniper skills that rival both legendary sharp shooters."
412,S.W.A.T.,2003,1h 57m,15,6.1, (158K),Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez",Action,"An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it."
413,The Sentinel,2006,1h 48m,15,6.1, (57K),Clark Johnson,"Michael Douglas, Kiefer Sutherland, Eva Longoria",Action,A fugitive Secret Service agent must clear himself of murdering a colleague.
414,10 to Midnight,1983,1h 41m,R,6.3, (10K),J. Lee Thompson,"Charles Bronson, Lisa Eilbacher, Andrew Stevens",Action,An LAPD detective and his rookie partner are on the trail of a psychopathic young man who is murdering young women.
415,Triumph of the Spirit,1989,2h,15,6.8, (3K),Robert M. Young,"Willem Dafoe, Edward James Olmos, Robert Loggia",Action,"In Greece during World War II, a young Jewish boxer, his girlfriend, and their families are sent to Auschwitz. When the camp guards learn of his boxing abilities, they force him to participate in weekly boxing matches."
416,Farewell to the King,1989,1h 57m,PG-13,6.2, (3.3K),John Milius,"Nick Nolte, Nigel Havers, Frank McRae",Action,"Borneo, 1942: An American soldier escapes WWII and becomes the king of the headhunters in the jungle. Two British soldiers are parachuted into the area to find local support for the battle against the Japanese."
417,Extreme Prejudice,1987,1h 45m,18,6.7, (9.6K),Walter Hill,"Nick Nolte, Powers Boothe, Michael Ironside",Action,"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries."
418,Southern Comfort,1981,1h 46m,R,7.1, (24K),Walter Hill,"Keith Carradine, Powers Boothe, Fred Ward",Action,"During a routine exercise, a team of National Guardsmen are threatened by angry and violent locals."
419,The Long Riders,1980,1h 40m,15,6.9, (14K),Walter Hill,"David Carradine, Keith Carradine, Robert Carradine",Action,"The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge."
420,Killer Elite,2011,1h 56m,18,6.4, (140K),Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",Action,"When his mentor is taken captive by a disgraceful Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons."
421,The November Man,2014,1h 48m,15,6.3, (73K),Roger Donaldson,"Pierce Brosnan, Luke Bracey, Olga Kurylenko",Action,An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high-level C.I.A. officials and the Russian President-elect.
422,Undisputed,2002,1h 36m,15,6.1, (36K),Walter Hill,"Wesley Snipes, Ving Rhames, Peter Falk",Action,"When heavyweight champion George ""Iceman"" Chambers lands in prison, the resident gangster arranges a boxing match with the reigning prison champ."
423,Undisputed II: Last Man Standing,2006,1h 38m,15,7.0, (41K),Isaac Florentine,"Michael Jai White, Scott Adkins, Ben Cross",Action,"Sequel to the 2002 film. This time, Heavyweight Champ George ""Iceman"" Chambers is sent to a Russian Jail on trumped-up drug charges."
424,Undisputed III: Redemption,2010,1h 36m,15,7.3, (47K),Isaac Florentine,"Scott Adkins, Mykel Shannon Jenkins, Mark Ivanir",Action,Boyka is back. This time he is fighting in the first ever inter-prison tournament with one knee.
425,Boyka: Undisputed IV,2016,1h 26m,18,6.9, (34K),Todor Chapkanov,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul",Action,"In the fourth installment of the fighting franchise, Boyka is shooting for the big leagues when an accidental death in the ring makes him question everything he stands for."
426,Blood and Bone,2009,1h 33m,18,6.7, (37K),Ben Ramsey,"Michael Jai White, Julian Sands, Eamonn Walker",Action,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend."
427,Mulholland Falls,1996,1h 47m,18,6.3, (21K),Lee Tamahori,"Nick Nolte, Melanie Griffith, Chazz Palminteri",Action,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman."
428,The Godfather Part II,1974,3h 22m,19,9.0, (1.5M),Francis Ford Coppola,"Al Pacino, Robert Duvall, Diane Keaton",Action,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."
429,Proof of Life,2000,2h 15m,12,6.3, (60K),Taylor Hackford,"Meg Ryan, Russell Crowe, David Morse",Action,"Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America."
430,The Devil's Own,1997,1h 51m,15,6.2, (76K),Alan J. Pakula,"Harrison Ford, Brad Pitt, Margaret Colin",Action,"A police officer uncovers the real identity of his house-guest, an I.R.A. terrorist in hiding."
431,The Expert,1995,1h 32m,R,4.7, (827),Rick Avery,"William Lustig, Jeff Speakman, James Brolin, Michael Shaner",Action,"After his sister's murder by a killer who avoids execution, Johnny, an ex-special forces trainer, infiltrates the mental facility where the murderer now gives talks and mingles with inmates, seeking personal vengeance."
432,Plato's Run,1997,1h 36m,15,4.4, (571),James Becket,"Gary Busey, Roy Scheider, Steven Bauer",Action,"Hired to rescue escaped inmates, a Florida man is framed for a Cuban gangster's assassination."
433,Running Red,1999,1h 32m,R,4.9, (514),Jerry P. Jacobs,"Jeff Speakman, Angie Everhart, Stanley Kamel",Action,"Upset over his brother's murder, Soviet special agent Gregori Wallace leaves Russia to start a new life in the United States. Now happily married to a beautiful woman and the father of a little girl, Gregori soon realizes that he can't outrun the past."
434,Deadly Outbreak,1995,1h 28m,18,4.8, (653),Rick Avery,"Jeff Speakman, Ron Silver, Rochelle Swanson",Action,A terrorist group lead by Colonel Baron has taken over an Israeli biochemical weapon laboratory. Colonel Baron wants to get his hands on a new secret weapon developed by Dr. Allie Levin. Dutton Hatfield from the U.S. embassy must help Dr. Levin keep her invention away from the bad guys.
435,Street Knight,1993,1h 31m,15,5.3, (985),Albert Magnoli,"Jeff Speakman, Christopher Neame, Lewis Van Bergen",Action,A former cop returns to challenge a plot to escalate gang violence in the streets of Los Angeles.
436,매트릭스: 리저렉션,2021,2h 28m,15,5.6, (298K),Lana Wachowski,"Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II",Action,"Return to a world of two realities: one, everyday life; the other, what lies behind it. To find out if his reality is a construct, to truly know himself, Mr. Anderson will have to choose to follow the white rabbit once more."
437,13시간,2016,2h 24m,15,7.3, (175K),Michael Bay,"John Krasinski, James Badge Dale, Pablo Schreiber",Action,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos."
438,Fury,2014,2h 14m,15,7.6, (592K),David Ayer,"Brad Pitt, Shia LaBeouf, Logan Lerman",Action,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
439,Captain Phillips,2013,2h 14m,15,7.8, (513K),Paul Greengrass,"Tom Hanks, Catherine Keener, Barkhad Abdi",Action,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
440,Strategic Command,1997,1h 30m,R,4.3, (1K),Rick Jacobson,"Michael Dudikoff, Paul Winfield, Richard Norton",Action,"Rick Harding is a former Marines officer, now working in the FBI as a chemical weapons designer. While packing up for the night, a group of armed soldiers led by wanted criminal Carlos Gruber, break into the FBI research lab."
441,Black Thunder,1998,1h 32m,R,3.7, (720),Rick Jacobson,"Michael Dudikoff, Richard Norton, Michael Cavanaugh",Action,"A top secret stealth fighter is stolen. Only Navy Test Pilot Vince Connors can recover the plane and bring it back in one piece. Battling terrorists, and flying with deadly nerve gas, he has to evade his mentor, now the enemy's top pilot."
442,Crash Dive,1996,1h 30m,15,4.4, (1K),Andrew Stevens,"Michael Dudikoff, Frederic Forrest, Reiner Schöne",Action,"Nuclear submarine USS Ulysses rescues supposed victims of a boat disaster, who turn out to be terrorists intent on capturing nuclear weapons aboard the sub. Only a former SEAL can save the day by sliding aboard while the sub is underwater."
443,American Ninja,1985,1h 35m,18,5.5, (18K),Sam Firstenberg,"Michael Dudikoff, Steve James, Judie Aronson",Action,"American soldier, obviously very skilled in martial arts, single-handedly takes on mercenaries in the Philippines."
444,Cyberjack,1995,1h 39m,R,4.2, (717),Robert Lee,"Michael Dudikoff, Suki Kaiser, Brion James",Action,Michael Dudikoff stars as an ex-cop who must confront his old enemies when a software company is taken over by cyber terrorists in search of a world-dominating computer virus.
445,Freedom Strike,1998,1h 33m,15,3.7, (506),Jerry P. Jacobs,"Michael Dudikoff, Tone Loc, Felicity Waterman",Action,"When a peace treaty between America and Syria is thwarted, the renegade head of the Syrian army retaliates in a major way. He steals a nuclear weapon that only the Freedom Strike team can stop! Cue an action-packed race against time to save the world."
446,Armstrong,1998,1h 39m,R,3.8, (530),Menahem Golan,"Kimberley Kates, Frank Zagarino, Charles Napier",Action,"Former Navy SEAL ""Rod Armstrong"" (Frank Zagarino) is now a freelance military trainer living in Moscow, Russia, who is unexpectedly visited by the man (Charles Napier) who trained him as a SEAL. ""Bob"" (Napier) is accompanied to Moscow by his wife (Kimberly Kates), whom he also trained as a SEAL, for a vacation. However, ""Bob"" is there to recruit ""Armstrong"" to help in with a Special Ops mission from the President himself. ""Bob"" has brought a video tape with him which shows a Russian military base housing missiles with nuclear warheads that are being purchased on the Black Market. However, when ""Bob"" gets murdered, it's up to ""Armstrong"", ""Susan"" and a Russian soldier to bring those responsible to justice."
447,Doomsdayer,2000,1h 33m,15,3.5, (355),Michael J. Sarna,"Joe Lara, Udo Kier, January Isaac Bodlovic",Action,"A diabolical industrialist who thinks the world is dangerously overpopulated, prepares to use his space-based weapon to cause widespread nuclear meltdowns at power plants around the world."
448,Operation Delta Force,1997,1h 33m,15,3.8, (1.1K),Sam Firstenberg,"Ernie Hudson, Jeff Fahey, Rob Stewart",Action,A team of military experts and scientists go after a terrorist group that has seized a deadly virus and is threatening to release it.
449,Warhead,1996,1h 36m,R,4.2, (293),Mark Roper,"Frank Zagarino, Joe Lara, Elizabeth Giordano",Action,"After seizing an American nuclear missile silo, a terrorist group demands $1 billion and the president's resignation - or they will destroy Washington, D. C."
450,Evil Dead II,1987,1h 24m,18,7.7, (193K),Sam Raimi,"Bruce Campbell, Sarah Berry, Dan Hicks",Action,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack."
451,Phantasm III: Lord of the Dead,1994,1h 31m,R,6.0, (11K),Don Coscarelli,"Reggie Bannister, A. Michael Baldwin, Bill Thornbury",Action,"Mike and Reggie continue to hunt the mysterious Tall Man, discovering along the way that the invasion has already begun."
452,Phantasm IV: Oblivion,1998,1h 30m,R,5.5, (8.9K),Don Coscarelli,"A. Michael Baldwin, Reggie Bannister, Bill Thornbury",Action,Mike travels through time and dimensions to find the Tall Man's origins.
453,Phantasm: Ravager,2016,1h 25m,Not Rated,4.9, (5.6K),David Hartman,"A. Michael Baldwin, Reggie Bannister, Dawn Cody",Action,The final installment of the long-running Phantasm series.
454,Deadbeat at Dawn,1988,1h 20m,Not Rated,6.4, (3K),Jim Van Bebber,"Paul Harper, Jim Van Bebber, Megan Murphy",Action,"One last job separates the leader of the Ravens gang from an early retirement. When he finds his girlfriend beaten to death by members of a rival gang, he seeks revenge, knowing that he may be dead by dawn. Will more blood bring her back?"
455,Back in Action,1994,1h 33m,18,5.4, (902),Steve DiMarco,"Paul Ziller, Billy Blanks, Roddy Piper, Bobbie Phillips",Action,"Former U.S. Green Beret's sister dates a mobster, endangering her life. Her brother fights to save her from her boyfriend and his friends, with or without help from tough cop Rossi."
456,Tough and Deadly,1995,1h 32m,R,5.8, (679),Steve Cohen,"Billy Blanks, Roddy Piper, Richard Norton",Action,"Elmo Freech is a private investigator who is contacted by CIA agent John Portland, who suffers from amnesia, to reveal a dubious case of drug smuggling involving big fish from Washington, D.C. and the CIA."
457,Jungleground,1994,1h 30m,15,5.3, (572),Don Allan,"Roddy Piper, Torri Higginson, Peter Williams",Action,"Roddy Piper plays an undercover cop whose operation fails, leading to his capture by a drug lord. Given a night to escape while being hunted, the stakes rise as his fiance is taken hostage."
458,Immortal Combat,1994,1h 49m,R,4.9, (496),Dan Neira,"Shin'ichi Chiba, Roddy Piper, Meg Foster",Action,Rowdy Roddy Piper and Sonny Chiba battle an army of immortal ninja warriors.
459,Gedo,2000,1h 34m,R,4.6, (300),Talun Hsu,"Gary Daniels, Kiyoshi Nakajoe, Eric Lutes",Action,East meets West as the Japanese Yakuza battle drug lords and the LAPD on the streets of Los Angeles.
460,Black Friday,2001,1h 35m,R,3.1, (243),Darren Doane,"Gary Daniels, Christopher Stapleton, Ryan Kos",Action,Dean Campbell is a high-powered attorney who returns home from work to find his family being held hostage by terrorists.
461,Forced to Fight,2011,1h 41m,18,4.4, (856),Jonas Quastel,"Peter Weller, Gary Daniels, Arkie Reece",Action,"Blackmailed back into the arena by a ruthless crime boss, a former underground fighting legend must survive a gauntlet of savage matches where losing just one fight... means losing it all."
462,Virtual Combat,1995,1h 27m,R,4.0, (858),Andrew Stevens,"Don Wilson, Michael Bernardo, Ken McLeod",Action,Scientist brings virtual reality characters to life. Two are women from the cybersex game site. The third is a warrior who wants to unleash the rest of the bad guys from the virtual reality underworld. A border cop must defeat the virtual reality warrior while learning to relate to one of the cybersex babes.
463,Race Against Time,2000,1h 30m,TV-14,5.2, (599),Geoff Murphy,"Eric Roberts, Cary Elwes, Sarah Wynter",Action,"When a man faces surmounting bills for his dying son's hospital stay, he enters into an agreement to sell his body for organ transplants to pay the bills. However, when he is advised that the doctors want to claim his organs immediately, he goes on the run."
464,Fists of Iron,1995,1h 34m,R,4.7, (379),Richard W. Munchkin,"Michael Worth, Jenilee Harrison, Sam J. Jones",Action,"A skillful fighter who works as a mechanic goes with his friend to a rich guy's villa where illegal fighting is being organized. It should be easy money, but the friend gets killed and now the mechanic wants revenge on the people involved."
465,The Salute of the Jugger,1989,1h 44m,12,6.3, (8.1K),David Webb Peoples,"Rutger Hauer, Delroy Lindo, Anna Katarina",Action,"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city."
466,Best of the Best II,1993,1h 41m,15,5.6, (6.9K),Robert Radler,"Eric Roberts, Phillip Rhee, Chris Penn",Action,"The Colosseum is the fighting arena owned by the champion Bracus. Now after the death of their friend, Tommy Lee and Alex Grady want revenge."
467,Death Match,1994,1h 34m,R,4.5, (318),Joe Coppoletta,"Ian Jacklin, Martin Kove, Matthias Hues",Action,"A kickboxing champ and a reporter are searching for a missing man, but they turn up a series of illegal kickboxing matches run by an arms dealer."
468,Automatic,1995,1h 30m,15,5.2, (914),John Murlowski,"Olivier Gruner, Daphne Ashbrook, John Glover",Action,"Robgen industries newest security system is ""The J Series Automatic"", an android model designed and programmed to protect humans from violent attacks. But one night, an Automatic named J269 discovers a Robgen executive trying to rape a female employee named Nora Rochester. While trying to stop the crime, he inadvertently kills the executive. At this point, J269 then calls Goddard Marx (his creator and a Robgen chairman) to inform him of the incident. Marx tells the android to stay there with Rochester until help arrives, but Marx is intent on sweeping the fiasco under the rug by sending mercenaries to eliminate both J269 and Rochester. Now the two are fugitives on the run from a para-military hit squad."
469,Chik loh dak gung,2002,1h 32m,15,5.5, (8.6K),Siu-Tung Ching,"Anya, Marit Thoresen, Maggie Q",Action,"Madame M, kidnaps forty pre-teen girls to train them as the most deadly assassins. CIA operative follows the case for 6 years with no leads, but when a series of assassinations begin to occur, he suspects that Madame M is back in business."
470,You're Next,2011,1h 35m,18,6.6, (117K),Adam Wingard,"Sharni Vinson, Joe Swanberg, AJ Bowen",Action,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of the victims harbors a secret talent for fighting back."
471,Deadly Prey,1987,1h 28m,R,5.0, (3.7K),David A. Prior,"Cameron Mitchell, Troy Donahue, Ted Prior",Action,"A group of sadistic mercenaries kidnap people off the streets and set them loose on the grounds of their secret camp, so the ""students"" at the camp can learn how to track down and kill their prey."
472,District 9,2009,1h 52m,18,7.9, (743K),Neill Blomkamp,"Sharlto Copley, Jason Cope, David James",Action,"In a future Earth in which aliens are isolated in a remote ghetto, a government agent finds himself banished there."
473,Elysium,2013,1h 49m,18,6.6, (486K),Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley",Action,"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds."
474,레디 플레이어 원,2018,2h 20m,12,7.4, (528K),Steven Spielberg,"Tye Sheridan, Olivia Cooke, Ben Mendelsohn",Action,"When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world."
475,Star Wars: Episode II - Attack of the Clones,2002,2h 22m,All,6.6, (804K),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen",Action,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi discovers a secret clone army crafted for the Jedi."
476,In Hell,2003,1h 38m,15,6.1, (22K),Ringo Lam,"Jean-Claude Van Damme, Lawrence Taylor, Lloyd Battista",Action,A man must survive a prison where hardened criminals battle to the death for the wardens' entertainment.
477,Big Game,2014,1h 30m,15,5.4, (37K),Jalmari Helander,"Samuel L. Jackson, Onni Tommila, Ray Stevenson",Action,A young teenager camping in the woods helps rescue the President of the United States when Air Force One is shot down near his campsite.
478,Nemesis,1992,1h 36m,18,5.4, (7.4K),Albert Pyun,"Olivier Gruner, Tim Thomerson, Cary-Hiroyuki Tagawa",Action,"Alex, a burned out LA cyborg cop, is forced by commissioner Farnsworth to find his former cyborg partner and lover Jared who's about to deliver sensitive data to cyborg terrorists who wish to wage war against humans. Is he being played?"
479,Balance of Power,1996,1h 32m,R,4.7, (432),Rick Bennett,"Billy Blanks, Mako, Lisa Jai",Action,"A peaceful karate instructor is propelled into the bloody, underworld kick-boxing circuit by the murder of a close friend. The man responsible is an Asian crime lord with a passion for gambling on the city's underground street fights."
480,Showdown,1993,1h 38m,PG-13,5.2, (1.4K),Robert Radler,"Billy Blanks, Kenn Scott, Christine Taylor",Action,An ex-policeman/school janitor (Billy Blanks) shows a new student (Kenn Scott) how to defend himself from a martial-arts bully.
481,John Wick: Chapter 2,2017,2h 2m,19,7.4, (556K),Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane",Action,"After returning to the criminal underworld to repay a debt, John Wick discovers that a large bounty has been put on his life."
482,The Equalizer 2,2018,2h 1m,15,6.7, (222K),Antoine Fuqua,"Denzel Washington, Pedro Pascal, Ashton Sanders",Action,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?"
483,2 Guns,2013,1h 49m,18,6.7, (235K),Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton",Action,"Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold."
484,John Wick: Chapter 3 - Parabellum,2019,2h 10m,19,7.4, (467K),Chad Stahelski,"Keanu Reeves, Halle Berry, Ian McShane",Action,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere."
