Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Description,Genre
2270.0,The Return of October,1948,1h 38m,Approved,6.1, (310),Joseph H. Lewis,"Glenn Ford, Terry Moore, Albert Sharpe","Terry Moore believes her late uncle reincarnated as a racehorse named October. She's tried for insanity, attracting a psychologist's interest. He writes a book about her case and falls for her.",Sport
2271.0,Kokoyakyu: High School Baseball,2006,53m,G,7.6, (80),Kenneth Eng,"Sylvester Stallone, Talia Shire, Burt Young","Chiben Academy is a private, powerhouse baseball academy led by Japan's most legendary tough-as-nails coach, Takashima-kantoku. Over 35 years, Takashima has led his teams to Koshien a record 21 times, and won 3 National titles. Through extensive interviews we reveal the mindset of the man many Japanese consider a ""living Samurai"". His training regimen focuses not on technique, but rather on developing fighting spirit . In blistering heat or driving rain, the team trains at least 8 hours a day, 360 days a year. At Chiben, two young recruits, Maeda and Hashimoto, explain their lives as aspiring professional players. They have chosen to put aside their education and their families in pursuit of their baseball dreams. But they can't go pro unless they make it to Koshien. The Chiben Cheer Squad is also legendary throughout Japan, and their senior leader, Furukawa, explains why they too must train so hard. Whenever Chiben plays a game, they bring the cheer squad, the brass band, cheerleaders, and the entire school (one thousand strong). Chiben enters the Wakayama tournament as defending champions and coasts through their first few games. But in the world of high school baseball, there are no ""sure things"". Tennoji is one of the top public schools in Osaka, and students must pass a rigorous exam to get in. Their baseball coach, Masa-sensei, explains how high school baseball will train his students' hearts for life outside baseball. All the same, everybody dreams of Koshien. With such an intense focus on academics, baseball is squeezed into the early morning or late afternoon. They do not have the funding or the scholarships to recruit players, so their chances of making it to Koshien are microscopic. They have not made it to Koshien since 1949. Nevertheless, they practice year-round, six days a week -- before and after school hours -- as well as during vacations, with financial support from their alumni. Senior third baseman Daisuke wakes up at 4 a.m. to travel to morning practice, with lunch from his mom and a ride to the station from dad. Maeda, the team's senior captain, faces great pressure not only as leader, but also as the team's best hitter and ace pitcher. Maeda's father skips work to see his games. Haruki has worked hard and shown improvement for three years, but isn't a great player. When it is time for the team to be announced, Haruki faces the prospect of watching from the stands as his last chance to play in the tournament slips away. Manager-girl Misaki explains her role and gives insight into the role of women in the male-dominated world of high school baseball. Tennoji enters the Osaka summer tournament - Japan's toughest - where 190 schools compete for just one spot at Koshien. Feeling the pressure, Tennoji plays hard through adversity when star second-baseman Kadoya breaks his nose at practice and can't play. But for Tennoji, Koshien is an impossible dream...or is it?",Sport
2272.0,Truth in 24 II: Every Second Counts,2012,1h 23m,Not Rated,7.5, (338),Rob Gehring,"Jordi Boixaderas, Greg Creamer, Howden Haynes",The Audi Sport Racing team again attempts to cross the finish line first at the historic 24 Hours of Le Mans.,Sport
2273.0,El amateur,1999,1h 41m,PG,6.5, (146),Juan Bautista Stagnaro,"Mauricio Dayub, Pedro Heredia, Vando Villamil","On the outskirts of a provincial town, Pajaro is determined to enter the Guinness Book of Records by breaking the longest bike-ride record. He rides around the fountain in the square with the help of his friend, Lopecito. He is willing to face many challenges, in attaining this new record. Will this race open the path to love for him, and for his redemption?",Sport
2274.0,The Rose Bowl Story,1952,1h 13m,Approved,5.4, (103),William Beaudine,"Marshall Thompson, Vera Miles, Richard Rober",The California Rose Bowl is the arena for the budding romance between the newly-crowned Rose Bowl Princess and a tough but tender football player.,Sport
2275.0,Breaking the Press,2010,1h 35m,PG,4.8, (168),Andrew Stevens,"Drew Waters, Farah White, Tom Maden",A contemporary retelling of the parable of the prodigal son set in the world of Texas high school basketball.,Sport
2276.0,The Unholy Rollers,1972,1h 28m,R,5.4, (836),Vernon Zimmerman,"Claudia Jennings, Louis Quinn, Betty Anne Rees",A roller derby newcomer soon makes enemies for refusing to play by the unwritten rules.,Sport
2277.0,Hell on Wheels,2007,1h 29m,Not Rated,7.4, (108),Bob Ray,"Dave Attell, Lacy Attuso, Shawna Benson",Hell On Wheels tells the story of a group of Texas women who band together to resurrect roller derby for the 21st century.,Sport
2278.0,The Boy in Blue,1986,1h 37m,R,5.3, (1.5K),Charles Jarrott,"Nicolas Cage, Cynthia Dale, Christopher Plummer",A biography of the famous sculler Ned Hanlon who led a colorful life as a bootlegger at the turn of the 20th century.,Sport
2279.0,True Blue,1996,1h 58m,R,6.2, (458),Ferdinand Fairfax,"Johan Leysen, Dominic West, Dylan Baker",The story of the year the Oxford and Cambridge boat race changed from a gentleman's race to one where winning was everything.,Sport
2280.0,Backwards,2012,1h 29m,PG,5.5, (806),Ben Hickernell,"Sarah Megan Thomas, James Van Der Beek, Glenn Morshower","When a fiercely competitive 30 year old rower fails to make the Olympic boat for the second time, she takes a coaching job at a school but struggles to adjust to life off the race course.",Sport
2281.0,Freetime Machos,2009,1h 26m,15,6.7, (203),Mika Ronkainen,"Matti Keränen, Mikko Koljonen, Eero Auer","Matti and Mikko play for Finland's worst amateur rugby team. Overworked and domesticated, the two men long for a space to revel in their masculinity and bond with other men.",Sport
2282.0,Grand Slam,1978,1h 2m,15,8.0, (293),John Hefin,"Hugh Griffith, Windsor Davies, Sion Probert",A group of Welsh rugby fans descend on Paris for the final game of the season.,Sport
2283.0,Up 'n' Under,1998,1h 39m,15,5.6, (1K),John Godber,"Gary Olsen, Richard Ridings, Samantha Womack","A former professional rugby player trains a group of underachievers to compete against the dominant local team in a rugby sevens tournament, with the assistance of an attractive woman, after making a bet with his boss.",Sport
2284.0,Windjammer: The Voyage of the Christian Radich,1958,2h 22m,Approved,7.5, (311),Bill Colleran,"Louis De Rochemont III, Bjørn Amvik, Arne Andersen, Per Antonsen","Windjammer, the first presentation in CINEMIRACLE, is the record of a training cruise of the full-rigged S/S Christian Radich from Oslo across the Atlantic, through the Caribbean, to New York and back home again.",Sport
2285.0,The Dove,1974,1h 45m,PG,6.3, (506),Charles Jarrott,"Joseph Bottoms, Deborah Raffin, John McLiam","A 16-year-old sails solo worldwide in his 23-foot sloop ""The Dove"". During his journey, he meets a traveling young woman. Their love story unfolds across beautiful locations as he matures and discovers himself.",Sport
2286.0,Morning Light,2008,1h 40m,All,5.7, (432),Mark Monroe,"Kate Theisen, Chris Branning, Graham Brant-Zawadzki","Experience an inspiring true-life adventure aboard the high-tech sloop MORNING LIGHT. Fifteen rookie sailors have one goal in mind -- to be part of her crew, racing in the most revered sailing competition on Earth, the Transpac Yacht Race.",Sport
2287.0,Cheung wong,2000,1h 36m,Not Rated,6.6, (1.2K),Chi-Leung Lo,"Leslie Cheung, Alex Fong, Ruby Wong","What begins as an innocuous entry into a gun competition eventually steers Rick towards a path of fatal rivalry. With extensive training, Rick emerges as one of the finest shooters in town. Three years down the line, four members of a G4 unit have been murdered; the suspects clear out any possible evidence. A top CID officer, Miu, narrows the suspect list down to just Rick, whom he had met in the shooting arena on the final day of the gun competition three years before...",Sport
2288.0,Cheung wong ji wong,2010,1h 58m,15,6.2, (1.7K),Derek Tung-Sing Yee,"Louis Koo, Daniel Wu, Charlene Choi","Champion competitive marksman Ken comes across an armored van robbery. He sees a policeman held hostage and shoots and kills four of the robbers. One of the robbers escapes and the policeman survives. The case is handled by Jerry Chang, whom Ken knows from having recently beaten him in a shooting match. Ken is found not guilty in court. Soon after, Ken is attacked by the escaped robber Pang Tao. Their confrontation reveals a very different background story and brings about a myriad of lies and traps and changes in relationships as Jerry and Ken try to outsmart each other.",Sport
2289.0,Stoked: The Rise and Fall of Gator,2002,1h 22m,R,7.2, (1.2K),Helen Stickler,"Mark 'Gator' Rogowski, Stacy Peralta, Tony Hawk","A documentary exploring the rise and fall of 80s skateboard legend Mark ""Gator"" Rogowski.",Sport
2290.0,Street Dreams,2009,1h 28m,R,6.1, (1.5K),Chris Zamoscianyk,"Paul Rodriguez, Ryan Dunn, Rob Dyrdek","This story is based where the skateboard culture is the most foreign, the Midwest. Derrick Cabrera, like all skaters, has a dream of being sponsored and one day going pro. He is an up and coming skater with all the talent but has the world against him. Parents, friends and schoolmates can't understand how Derrick has so much passion for something that has no future in their eyes. His crew of friends that are skaters is the only place he is truly accepted. But, as he gets better and better, the skater he looked up to the most becomes his worst enemy. In the sport of skateboarding a single trick that has never been done or conceived can bring you stardom in an instant. Derrick has that trick, if only he can make it. As he attempts to make this trick he is faced with skateproofing, a jealous friend and cops who have it in for him. Derrick finally gets arrested for skating on private property. After that his parents lay down the law and try to force him to quit skateboarding. Adding insult to injury, his girlfriend forces an ultimatum on him as well: ""The skateboard or life with her."" At that point, Derrick gives up everything and runs away with his friends to the Tampa Am contest in Florida. This is a weekend that can turn an unknown skateboarder into a future star. He sees it as his only shot to make it in skateboarding. Derrick's rivalry comes to a head in Florida when his crew of friends abandons him because of his jealous mentor. A top amateur's sister rescues Derrick by giving him a place to stay and convincing him to believe in himself. With all the world of skateboarding watching, Derrick finally makes the trick that shocks the entire skate world and instantly thrusts him into the spotlight. His dream of being sponsored has come true.",Sport
2291.0,Sun Valley Serenade,1941,1h 26m,Approved,7.1, (2.1K),H. Bruce Humberstone,"Sonja Henie, John Payne, Glenn Miller","After Phil Corey's band arrives at the Idaho ski resort, its pianist Ted Scott is smitten with a Norwegian refugee he has sponsored, Karen Benson. Later, soloist Vivian Dawn quits and Karen stages an ice show as a substitute.",Sport
2292.0,Ski School 2,1994,1h 32m,R,4.0, (1.5K),David Mitchell,"Dean Cameron, Heather Campbell, Doug Copithorne",Dave Marshak returns to the Ski School mountain to stop his ex-girlfriend's wedding.,Sport
2293.0,Ski Fever,1966,1h 38m,M,3.7, (75),Curt Siodmak,"Claudia Martin, Martin Milner, Toni Sailer",An American student at an Austrian resort disapproves of the games of seduction played by his fellow ski instructors.,Sport
2294.0,MXP: Most Xtreme Primate,2003,1h 27m,G,4.3, (1K),Robert Vince,"Robby Benson, Devin Douglas Drewitz, Trevor Wright","Jack's back and this time he is shredding up the slopes in his most Xtreme adventure yet. Jack meets up with Pete, a snowboarder, and his rocker brother Jay where they must outwit two crooks and win the boarder cross championships.",Sport
2295.0,The Other Side of the Mountain,1975,1h 42m,PG,6.4, (1.4K),Larry Peerce,"Marilyn Hassett, Beau Bridges, Belinda Montgomery",Young ski champion Jill Kinmont is left paralyzed after a tragic skiing accident. Her best friend suffers the same fate after contracting polio. Jill must slowly put her life back together again with the help of those close to her.,Sport
2296.0,First Descent,2005,1h 50m,PG-13,7.0, (1.1K),Kemp Curly,"Kevin Harrison, Shawn Farmer, Terje Håkonsen, Nick Perata","Five of the world's best snowboarders are taken to the mountains of Alaska for some outrageous ""Big Mountain"" rides.",Sport
2297.0,White Air,2007,1h 21m,15,3.3, (265),U. Wolfgang Wagenknecht,"Riley Smith, Dominique Swain, Brent Le Macks","Set in the world of X-treme snowboarding ""White Air"" tells the story of Alex Crow, ('Riley Smith' ), a once-promising snowboarder who has lost his edge. To make ends meet he is working in Steve's local garage (Tom Sizemore) to help support himself. Though able to fly sky high, Alex's preoccupation with his family's problems have left him in a rut, estranged from his girlfriend Christie (Dominique Swain) and unable to land his jumps. After losing several local Half Pipe competitions to his nemesis Jason ('Brent le Macks' ), Alex loses faith in himself and totters on the verge of abandoning his dreams to seek financial stability. Only close friend and trainer Pete ('Paul Logan' ) may have the answer for Alex to compete in one final, exciting pro-jam super pipe event.",Sport
2298.0,Switch,2007,1h 30m,15,5.3, (1K),Ole Martin Hafsmo,"Ida Elise Broch, Espen Klouman Høiner, Hilde Lyrån","Mikkel (15) lives a good life with his mother in Oslo. Here he has heaps of friends and spends most of his day on a skateboard. When his mum gets a new job, Mikkel has to move to a small village and start all over. In this village skateboard no longer matters and snowboard is the new big thing. To be accepted by the new kids, Mikkel has to go into training. On top of that he falls in love with the girlfriend of the villages best snowboarder.",Sport
2299.0,Campus Man,1987,1h 34m,PG,4.8, (636),Ron Casden,"John Dye, Steven Lyon, Kim Delaney","Todd Barret is an aspiring businessman. He has what it takes to have, but what he doesn't have is enough money to stay in college. So come up with a plan to make the first all-male sports calendar.",Sport
2300.0,Bathing Beauty,1944,1h 41m,Approved,6.4, (2K),George Sidney,"Red Skelton, Esther Williams, Basil Rathbone","A contrived misunderstanding leads to the breakup of a songwriter and his fiancée. She returns to work as a gym teacher at an all-girls school, but a legal loophole allows the man to enroll as one of her students.",Sport
2301.0,Million Dollar Mermaid,1952,1h 55m,Approved,6.5, (1.9K),Mervyn LeRoy,"Esther Williams, Victor Mature, Walter Pidgeon","Biopic of Australian swimming champ and entertainer Annette Kellerman. After overcoming polio, Kellerman achieves fame and creates a scandal when her one-piece bathing suit is considered indecent.",Sport
2302.0,Star Spangled Girl,1971,1h 33m,G,5.3, (246),Jerry Paris,"Sandy Duncan, Tony Roberts, Todd Susman","In this adaptation of Neil Simon's stage play, 1960's radical journalists Norman Cornell and Andy Hobart fall in love with the girl next door, patriotic Olympic hopeful Amy Cooper, who is the kind of square that they are fighting.",Sport
2303.0,The Princess & the Barrio Boy,2000,1h 33m,Not Rated,5.2, (372),Tony Plana,"Marisol Nichols, Nicholas Gonzalez, Edward James Olmos",A teenager who dreams of becoming an Olympic swimmer has a romance with a boy from the wrong side of town.,Sport
2304.0,Voyage au bout du monde,1976,1h 32m,G,7.2, (172),Philippe Cousteau,Jacques-Yves Cousteau,"On his ship ""Calypso,"" as well as in a submarine, Jacques Cousteau and his crew sail from South America and travel to Antarctica. They explore islands, reefs, icebergs, fossils, active volcanic craters, and creatures of the ocean never before seen. This voyage took place in 1975, and Captain Cousteau became one of the first explorers ever to dive beneath the waters of the frozen South Pole.",Sport
2305.0,Ko-ri-a,2012,2h 7m,12,7.2, (1.4K),Hyun-Sung Moon,"Ha Ji-Won, Bae Doona, Han Ye-ri","""As One"" is the cinematic retelling of the first ever post-war Unified Korea sports team, hastily formed to participate in the 41st World Table Tennis Championships in 1991. Following the North Korean mid-air bombing of Korean Air Flight 858 in 1987, a Summit was held between North and South Korea to defuse the extreme tension on the peninsula. The summit ended with the agreement to form a unified Korean sports team; and table tennis, being highly visible and world-class in both countries, was chosen as the symbolic unifier. Summarily, the first-ever unified North-South team under the simple aegis ""KOREA"" was formed to compete in the 1991 World Table Tennis Championships in Chiba, Japan. ""As One"" recounts these dramatic events where especially two world-class players who had only ever met across the table as die-hard opponents must suddenly become a true partners and teammates in time for the biggest stage of the World Championships. Putting aside their individual ambitions, these women have to summon every ounce of grit and grace to defeat a dominating Chinese team that is vying for its 9th consecutive World Championship title.",Sport
2306.0,Satree lek 2,2003,1h 40m,Not Rated,5.2, (279),Yongyoot Thongkongtoon,"Sujira Arunpipat, Kokkorn Benjathikoon, Suraphan Chaopaknam","The Iron Ladies is the name of the team of gay men and trans people who became famous in Thailand for winning the national men's volleyball championships. However on one gloomy day after their win, the team splits into two.",Sport
2307.0,Re lang qiu ai zhan,2011,1h 38m,15,4.4, (272),Tony Tang,"Jessica Cambensy, Mia Chan, Chrissie Chau","In Hong Kong's Paradise Cove Sharon ('Chrissie Chau') and Rachel (Theresa Fu) work at a restaurant of their kung fu master uncle Tao ('Lo Mang') while taking on rivals in beach volleyball matches. The wealthy Bu family has plans to have the beach made into a playground for the rich and getting rid of the youth at the beach. Mrs. Bu's two Eurasian daughters, Natalie ('Jessica C') and Phoenix ('Phoenix Valen') challenge Sharon and Rachel to a volleyball match which Natalie and Phoenix win. Phoenix and Natalie give Rachel and Sharon a challenge: if the two local girls enter and win the upcoming All Hong Kong Womens Volleyball tournament, Mrs. Bu will revise her plans to further develop the area. Sharon and Rachel feel they don't have a chance to win the tournament. Their uncle then Tao teaches the girls kung-fu skills that they apply to volleyball.",Sport
2308.0,Freedom's Fury,2006,1h 30m,15,7.5, (763),Colin K. Gray,"Viktor Ageyev, Antal Bolvári, János Bük","A documentary on the 1956 Olympic semifinal water polo match between Hungary and Russia. Held in Australia, the match occurred as Russian forces were in Budapest, stomping out a popular revolt.",Sport
2309.0,All You've Got,2006,1h 35m,PG-13,4.2, (1.2K),Neema Barnette,"Adrienne Houghton, Sarah Wright, Ciara",Three privileged female volleyball players transfer to the barrio high school of rivals when their private campus burns down.,Sport
2310.0,Underdogs,2013,1h 42m,12,5.8, (1.2K),Doug Dearth,"D.B. Sweeney, William Mapother, Richard Portnow","Set in rural Ohio, the birthplace of football, a small-town high school football team rises to play their cross-town rival, a perennial powerhouse, while standing up for an entire community.",Sport
2311.0,Impact Point,2008,1h 24m,15,4.2, (1.4K),Hayley Cloake,"Brian Austin Green, Melissa Keller, Kayla Ewell","Pro Beach Volleyball star, Kelly Reyes, faces challenges everyday, fierce competitors, the press, but nothing could prepare her for him.",Sport
2312.0,Surfwise,2007,1h 33m,18,7.1, (1.7K),Doug Pray,"Juliette Paskowitz, David Paskowitz, Jonathan Paskowitz","Doug Pray explores the life of surfer Dorian ""Doc"" Paskowitz.",Sport
2313.0,Hands of Stone,2016,1h 51m,15,6.6, (18K),Jonathan Jakubowicz,"Edgar Ramírez, Robert De Niro, Usher",The legendary Roberto Duran and his equally legendary trainer Ray Arcel change each other's lives.,Sport
2314.0,Weekend of a Champion,1972,1h 20m,15,7.2, (740),Frank Simon,"Roman Polanski, Jackie Stewart, Roman Polanski, Grace Kelly","Filmmaker Roman Polanski spends a weekend with world champion driver Jackie Stewart as he attempts to win the 1971 Monaco Grand Prix, offering an extraordinarily rare glimpse into the life of a gifted athlete at the height of his powers.",Sport
2315.0,Sporting Blood,1931,1h 22m,Passed,6.0, (446),Charles Brabin,"Clark Gable, Ernest Torrence, Madge Evans","The saga of thoroughbred Tommy Boy, born in a rain puddle, and his various owners as he evolves into a a champion stakes horse.",Sport
2316.0,The Lusty Men,1952,1h 53m,Approved,7.3, (4K),Nicholas Ray,"Robert Parrish, Susan Hayward, Robert Mitchum, Arthur Kennedy",Retired rodeo champion Jeff McCloud agrees to mentor novice rodeo contestant Wes Merritt against the wishes of Merritt's wife who fears the dangers of this rough sport.,Sport
2317.0,The Crowd Roars,1932,1h 25m,Passed,6.2, (1.6K),Howard Hawks,"James Cagney, Joan Blondell, Ann Dvorak",Race car driver becomes overprotective of his brother when he decides to become a racer as well.,Sport
2318.0,A Step Away,1980,2h,15,7.7, (30),Roberto Ponce,"Marcos Zurinaga, Orson Welles, Carlos Montalbán","A documentary film chronicling the VIIIth Pan American Games held at San Juan, Puerto Rico from July 1st to 15th, 1979.",Sport
2320.0,Born Reckless,1958,1h 20m,Approved,4.8, (278),Howard W. Koch,"Mamie Van Doren, Jeff Richards, Arthur Hunnicutt","Kelly competes in rodeos to earn money and buy his dream land. He rescues Jackie and travel together. Jackie falls for Kelly, but he's focused on his ambition, getting distracted by other women. Jackie tries to convince him to settle down.",Sport
2321.0,The Christian Licorice Store,1971,1h 30m,R,5.1, (151),James Frawley,"Beau Bridges, Maud Adams, Gilbert Roland",A tennis champion falls in with the Hollywood crowd. He soon finds himself being corrupted by the life in the fast lane.,Sport
2322.0,Speed,1936,1h 10m,Approved,5.7, (691),Edwin L. Marin,"James Stewart, Wendy Barrie, Una Merkel","With the help of his mechanic buddy, an engineer, and the company's attractive new publicist, an automotive test driver struggles to develop a new carburetor by entering cars in the Indy 500 and speed trials at California's Muroc Dry Lake.",Sport
2323.0,My Brother Talks to Horses,1947,1h 32m,Approved,6.1, (290),Fred Zinnemann,"Jackie 'Butch' Jenkins, Peter Lawford, Beverly Tyler","A classic film featuring a boy who is able to hear what the racehorses at the track are thinking. Using his knowledge of their moods, he figures out how well they will run, and tells his older brother who is going to win that day. This earns him a reputation and gains him much attention, after people start to believe him.",Sport
2324.0,Boots Malone,1952,1h 42m,Approved,6.9, (514),William Dieterle,"William Holden, Stanley Clements, Basil Ruysdael",Rich kid ducks school and goes to the racetrack to learn how to be a jockey.,Sport
2325.0,Run for Your Life,1988,1h 30m,15,4.8, (104),Terence Young,"David Carradine, Lauren Hutton, George Segal","Major Charles Forsythe (Carradine) is a Vietnam veteran U.S. Army officer stationed near Rome. He is a brutal, if effective, commander who was ""fragged"" by his own men in Vietnam. When he is denied promotion because of the number of men injured during his training exercises, he takes out his anger by beating his pregnant wife Sarah (Hutton). She miscarries. On her release from the hospital, Sarah is determined to get back into shape and begins running. She meets Alan Morani (Segal) a former Olympic runner who is a paraplegic as the result of a car accident. Morani offers to coach Sarah to run in the Rome marathon, a race which her husband has won two years in a row. Sarah realizes that winning the race is the best way to avenge the death of her baby and destroy her husband's ego.",Sport
2326.0,Spooner,1989,1h 38m,15,6.7, (152),George Miller,"Robert Urich, Jane Kaczmarek, Paul Gleason",An escaped forger (Robert Urich) poses as a high-school wrestling coach.,Sport
2327.0,Dorf and the First Games of Mount Olympus,1988,30m,15,6.4, (103),Lang Elliott,"Vincent Schiavelli, Tim Conway, Anthony De Franco","Avid diminutive sportsman Derk Dorf is now an Olympian who must organize the first Olympic Games. He presents various disciplines, but his fellow citizen Leonard keeps beating him which only increases Derk's frustration.",Sport
2328.0,Dorf's Golf Bible,1988,30m,15,6.2, (114),Roger Beatty,"Roger Beatty, Tim Conway, Eddie Deezen","In this sequel to Dorf on Golf, avid diminutive sportsman Derk Dorf and his new dorky caddie play some golf. However, a god-like narrator decides to use them to teach the viewers the commandments of the gold bible. A sexy angel helps.",Sport
2329.0,The Loneliest Runner,1976,1h 14m,15,7.2, (514),Michael Landon,"Lance Kerwin, Brian Keith, DeAnn Mears",A young boy who still wets the bed finds escapism from his abusive mother and his own embarrassment by going running after school.,Sport
2330.0,Banning,1967,1h 42m,Approved,5.7, (367),Ron Winston,"Robert Wagner, Anjanette Comer, Jill St. John",A hustling golf pro takes a golf instructor job at an exclusive country club where the owner and his son-in-law are fleecing the wealthy guests by using various schemes.,Sport
2331.0,Body Slam,1986,1h 32m,PG,5.2, (1.5K),Hal Needham,"Dirk Benedict, Tanya Roberts, Roddy Piper",A down-on-his-luck music manager for the fictional rock band Kick finds his luck changing when he by mistake also starts managing a successful wrestling duo.,Sport
2332.0,Wilt Chamberlain: Borscht Belt Bellhop,2013,9m,15,7.1, (25),Caroline Laskow,Ian Rosenberg,"Before Wilt Chamberlain became a basketball legend, he spent two summers working and playing basketball at a Catskills resort. This documentary reveals a pivotal chapter in his life and a fascinating glimpse of a time when a different era of basketball met the Borscht Belt in its heyday.",Sport
2333.0,Superdome,1978,1h 40m,15,3.0, (447),Jerry Jameson,"David Janssen, Edie Adams, Clifton Davis","During Superbowl, there's lots of drama, when one of the players has to juggle the game and his marriage while the team's star quarterback is being courted by a management firm. Also, a killer is running around.",Sport
2334.0,The Kid from Left Field,1979,1h 40m,15,5.7, (244),Adell Aldrich,"Gary Coleman, Robert Guillaume, Gary Collins","Jackie Robinson ""J.R."" Cooper is a kid who loves baseball, and also the son of a former major leaguer now down on his luck (and now a vendor working the stands at games).",Sport
2335.0,Boxer,1984,2h 44m,15,6.5, (211),Raj N. Sippy,"Tanuja Samarth, Mithun Chakraborty, Rati Agnihotri","Shanker is jailed for theft and there meets with Tony, who introduces him to professional boxing, after witnessing him fight an inmate. When he gets out of jail, Shanker takes up professional boxing.",Sport
2336.0,Death on the Diamond,1934,1h 11m,Approved,6.0, (485),Edward Sedgwick,"Robert Young, Madge Evans, Nat Pendleton","A losing baseball team starts losing its players to strange killings, and the team's new pitcher takes a swing at finding the killer.",Sport
2337.0,Kong Curling,2011,1h 30m,15,6.2, (2.6K),Ole Endresen,"Atle Antonsen, Linn Skåber, Kåre Conradi",Curling skip Truls Pålsen's team has to make a come back after suffering from psychic problems with oversizing details.,Sport
2338.0,Jo Jeeta Wohi Sikandar,1992,2h 54m,Not Rated,8.1, (27K),Mansoor Khan,"Aamir Khan, Ayesha Jhulka, Deepak Tijori","A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",Sport
2339.0,Wôtâ bôizu,2001,1h 31m,All,7.1, (3.2K),Shinobu Yaguchi,"Satoshi Tsumabuki, Hiroshi Tamaki, Akifumi Miura","In a Japanese high school, a class of adolescent geeks joins the new synchronized swimming teacher and takes up the challenge to take part in the competition, in spite of the mockeries of the ""real sportsmen"".",Sport
2340.0,"Szabadság, szerelem",2006,2h 3m,15,6.9, (4.7K),Krisztina Goda,"Kata Dobó, Iván Fenyö, Sándor Csányi","At the 1956 Olympic Games in Melbourne, the Hungarian water polo team faces off against the Russians in what will become known as one of the bloodiest matches in the sport's history.",Sport
2341.0,Maker of Men,1931,1h 11m,Passed,4.9, (162),Edward Sedgwick,"Jack Holt, Richard Cromwell, Joan Marsh","Bob plays football badly, so his father Coach Dudley, his girlfriend Dorothy, and his school reject him. He joins a rival college team and aims to defeat his dad's team.",Sport
2342.0,The Kid from Cleveland,1949,1h 29m,Approved,5.6, (149),Herbert Kline,"George Brent, Lynn Bari, Russ Tamblyn",Baseball team (the Cleveland Indians) helps a troubled teenaged fan.,Sport
2343.0,College Coach,1933,1h 16m,Approved,5.8, (545),William A. Wellman,"Dick Powell, Ann Dvorak, Pat O'Brien","Coach Gore, a ruthless and cynical big-time football coach, neglects his wife in his unrelenting drive to make Calvert College a football power.",Sport
2344.0,Big Leaguer,1953,1h 11m,Approved,6.0, (534),Robert Aldrich,"Edward G. Robinson, Vera-Ellen, Jeff Richards","John Lobert runs a training camp in Florida for the New York Giants. Every year, he evaluates the hopefuls to pick the best for a minor league contract. They all have dreams and talent, but the elimination whittles them down to a lucky few who'll get the $150 a month contract. This year John's niece comes down from the home office in New York and is attracted to tall quiet Adam.",Sport
2345.0,Over the Goal,1937,1h 3m,Approved,4.8, (194),Noel M. Smith,"June Travis, William Hopper, Johnnie Davis","Injured Carlton College quarterback Ken Thomas promises his girlfriend that he will not play again; when she relents, he is kidnapped by crooks hoping to make money from The Big Game.",Sport
2346.0,Streetball: The AND 1 Mix Tape Tour,2002–,46 eps,15,8.1, (57),Grayson Boucher,"Robin Kennedy, Aaron Owens",Streetball documents the greatest basketball players in the world who don't play organized ball.,Sport
2347.0,"Touchdown, Army",1938,1h 10m,Approved,5.5, (23),Kurt Neumann,"John Howard, Mary Carlisle, Robert Cummings","Prep football star Jimmy Howal gets a reception far different from what he expected when he enters West Point. His cocky attitude earns him the enmity of many upperclassmen, especially hot-tempered southerner Brandon Culpepper, who also sees Howal as a rival for beautiful Toni Denby, daughter of West Point officer Colonel Denby. Just before the Army-Navy football game, Howals' name is posted as failing French, and the cadets fear he will be kept from playing because of it. (The Paramount writers overlooked the fact that since Howal was a plebe nee freshman student, he couldn't have played anyway as freshman weren't eligible for the varsity in this period.) Toni agrees to tutor Howal, but she, unknowingly, uses an old examination which Is the basis for the new test. Howal realizes what has happened when he passes the exam with flying colors, and suspects Toni of having set out to make a fool of him.",Sport
2348.0,One in a Million: The Ron LeFlore Story,1978,1h 40m,TV-PG,6.8, (247),William A. Graham,"LeVar Burton, Madge Sinclair, Paul Benjamin","True story of Ron LeFlore, a troubled Detroit youth who rose from Michigan prisons to star in Major League Baseball.",Sport
2349.0,$1000 a Touchdown,1939,1h 11m,Approved,5.4, (140),James P. Hogan,"Joe E. Brown, Martha Raye, Eric Blore","A show-biz couple inherit a college on the brink of bankruptcy. In a bid to increase funding they attempt to build up the college football team by offering $1,000 for every touchdown scored.",Sport
2350.0,AND 1 Mix Tape Vol.4,2001,20m,15,8.7, (80),Michael Kuhn,"Phillip Champion, Luis Da Silva Jr., Waliyy Dixon",Highlight compilation video of summer basketball leagues across America and 'street' pick-up basketball games.,Sport
